"","file_id","Analysis","file_datetime","Preparation","Identifier 1","Identifier 2","MS_integration_time.s","Method","type","cycle","v44.mV","v45.mV","v46.mV","v47.mV","v48.mV","v49.mV","v54.mV","r45o44","r46o44","r47o44","r48o44","r49o44","logr45o44","logr46o44","logr47o44","logr48o44"
"19","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",19,11850.6220657198,13930.8198566253,16664.3864308338,18838.1176829627,1586.35000934752,-115.583415086861,-164.653910316694,1.17553490267172,1.40620351728528,1.58963112472007,0.133862172006678,-0.00975336268812485,0.161723280323869,0.340893532049375,0.463501992285263,-2.01094457548373
"20","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",20,11800.1848051715,13871.7654171368,16593.8940042794,18763.6913498531,1580.42929823912,-114.539599185728,-163.999324597371,1.17555492953444,1.4062401799849,1.59011843116472,0.133932588712211,-0.00970659367432369,0.161740316561655,0.340919603824359,0.463808498467529,-2.0104186749249
"21","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",21,11750.5856035718,13813.2796092234,16523.961518215,18680.0461650183,1573.6324100563,-114.341293814968,-163.688465172764,1.17553967736081,1.40622451303127,1.58971193396014,0.13391948819793,-0.00973068897776572,0.161727342031758,0.340908462739696,0.463552826208247,-2.01051649394832
"22","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",22,11701.6385531239,13755.5164916099,16454.8363680184,18603.6727468461,1566.12225346357,-114.4671525953,-163.293989524504,1.17552054177384,1.40619933638487,1.58983484769145,0.133837859232584,-0.00978214735275186,0.161711063769879,0.34089055886194,0.463630141460897,-2.01112621740621
"23","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",23,11652.0988621879,13697.4416993837,16384.9399879118,18525.153561462,1560.5572088585,-113.626815353923,-162.001631297343,1.17553428454277,1.40617927994779,1.58985550848506,0.13392927980749,-0.00975161785853465,0.161722754495912,0.34087629589111,0.463643136936117,-2.01044338097762
"24","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",24,11602.3770460211,13638.9298064292,16315.1070421011,18443.5566006064,1554.08216114825,-113.039978267847,-161.642083921844,1.1755289241446,1.40618659240144,1.58963603125891,0.133945152358344,-0.00974282923399842,0.161718194517984,0.340881496106155,0.463505078870064,-2.01032487358037
"25","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",25,11553.5127797294,13581.669611015,16246.7168166777,18365.8303459774,1545.88868119074,-113.042925170841,-160.427567584289,1.17554460448115,1.40621446709978,1.58963171600936,0.13380248160568,-0.00978429048602204,0.161731533391789,0.340901318811198,0.463502364251548,-2.01139058433235
"26","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",26,11504.3473670689,13523.7537645082,16177.4562194487,18291.1655942888,1539.43350609901,-112.263290827568,-159.620422890437,1.17553419876906,1.40620373353438,1.58993509241968,0.13381319747921,-0.00975833632674558,0.161722681530181,0.340893685831581,0.463693193021323,-2.01131050028367
"27","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",27,11455.7696279043,13466.5199848308,16108.632722948,18211.4563351991,1532.41619544077,-112.293492884824,-159.38427896738,1.17552293929067,1.40615892656484,1.5897191482307,0.133768070170342,-0.00980235257274171,0.161713103304109,0.34086182154169,0.463557364297213,-2.01164779825443
"28","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",28,11406.9449582267,13409.432055829,16040.3258000354,18131.7252647421,1528.61507714867,-111.973769125397,-159.28202784834,1.17554981679456,1.40618946254028,1.58953386126979,0.1340074036253,-0.00981628030427562,0.161735967338256,0.34088353718372,0.46344080423699,-2.00986022962243
"29","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",29,11358.2962584394,13351.9731782655,15971.3234896005,18054.5550227454,1519.40262636117,-112.02857011562,-158.691840659402,1.17552605377279,1.40613725211943,1.58954781702674,0.133770293694552,-0.00986314915253071,0.161715752744533,0.340846407485678,0.463449583978038,-2.01163117615824
"30","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",30,11308.9833960237,13293.8189131797,15902.3211791655,17977.3471395463,1514.17091244815,-111.347150481762,-157.570491002938,1.17550963226756,1.40616717014165,1.58965191741879,0.133890983780253,-0.00984590272905628,0.161701783152042,0.340867684003239,0.463515072403293,-2.01072936402449
"31","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",31,11260.5646024269,13237.0554231386,15833.9347833932,17902.8214653622,1506.933152475,-111.210665632804,-156.842235007477,1.17552324332705,1.40614039725687,1.58986890066806,0.133823942731097,-0.00987611807749283,0.161713361943331,0.340848644204684,0.463651560422729,-2.01123020311801
"32","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",32,11212.7728937634,13180.7886384706,15766.4225890776,17823.3509949777,1500.7285732102,-110.376588224625,-156.829515164966,1.17551552710051,1.40611271970441,1.58955783407431,0.133840985403789,-0.00984382625693028,0.161706797843552,0.340828960661769,0.463455885780288,-2.01110285977994
"33","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",33,11164.938975188,13124.6082002567,15698.8507901172,17754.4456363013,1492.33578589263,-110.327742475319,-156.56441913348,1.17551992262777,1.40608478246098,1.59019638851205,0.133662690786674,-0.00988162521268607,0.161710537070253,0.340809092040583,0.463857523392269,-2.01243588552416
"34","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",34,11117.5930641739,13068.8113791526,15632.8485801359,17670.2838778784,1487.27319227469,-110.268140729417,-155.528701114192,1.17550726166317,1.40613606649377,1.589398332524,0.133776545308838,-0.00991834654254003,0.161699766489049,0.340845564306136,0.463355537400451,-2.01158444329972
"35","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",35,11070.3266259439,13013.1476208239,15566.3297965666,17594.7846611629,1480.11119022315,-109.591167694127,-155.058636407567,1.17549807341067,1.40613103140843,1.58936454683538,0.133700769655201,-0.00989954238904703,0.161691950043579,0.340841983504481,0.46333428026999,-2.01215103830741
"36","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",36,11022.8526272941,12957.3577265195,15499.3937804838,17523.656451731,1474.84425446994,-109.165024603719,-154.721861599272,1.17549949769221,1.40611457891628,1.58975693899236,0.13379878188864,-0.00990351847156255,0.16169316168374,0.34083028289619,0.463581135988287,-2.01141823530075
"37","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",37,10975.7341448957,12902.0177148561,15432.6961829802,17447.2659133226,1469.56497614226,-108.939033487891,-154.090026459743,1.17550384735368,1.40607416134958,1.58962176770986,0.133892180399221,-0.0099254438973955,0.161696861943447,0.34080153833426,0.463496105990259,-2.01072042680119
"38","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",38,10928.8253341932,12846.8238137941,15366.5794979469,17368.8830574642,1462.75207029558,-108.145426288241,-153.230432780876,1.17549905144883,1.40605957438712,1.58927263693399,0.133843485055895,-0.00989543001935296,0.161692782063449,0.34079116403216,0.463276450517105,-2.01108418367146
"39","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",39,10881.8767870988,12791.7093855918,15300.5526855131,17295.3309258114,1454.35837772736,-107.542965278651,-152.454203076069,1.17550580987622,1.40605825491913,1.58937022208487,0.133649590615803,-0.00988275895626298,0.161698531458102,0.340790225616303,0.463337851029994,-2.0125338995085
"40","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",40,10834.8198412427,12736.2445734876,15234.8484987557,17223.4675924272,1448.14710173,-107.563953443343,-152.434005583184,1.17549204879321,1.40610076789319,1.58964042271069,0.133656777219095,-0.0099276180886646,0.161686824868948,0.340820460730116,0.463507841417984,-2.01248012897283
"41","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",41,10788.0500633089,12681.1825059633,15168.7469476998,17147.5343088084,1443.45265451241,-107.086762712048,-151.652564152075,1.17548420998648,1.40606938776545,1.58949339391079,0.133801071189104,-0.009926424338376,0.161680156314388,0.340798143355274,0.463415345280053,-2.01140112542242
"42","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",42,10742.282842162,12627.6177985251,15104.0014199103,17072.7075775753,1438.0577750747,-107.247571176343,-151.181047557019,1.17550598732734,1.40603274386234,1.58929976322791,0.133868917454913,-0.00998368528851344,0.161698682415336,0.340772081781834,0.463293518741777,-2.01089418575686
"43","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",43,10695.9899455348,12573.0994167706,15039.5042096118,17000.1091202389,1431.10719487781,-106.817257959422,-151.233025128506,1.17549656280478,1.40608810275578,1.58939090320816,0.133798479819557,-0.00998666402112832,0.161690664965452,0.340811453413755,0.463350863095053,-2.01142049294032
"44","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",44,10650.2334901989,12518.9585310996,14974.8780142536,16929.3981433203,1423.57904823764,-106.981813761511,-149.634285879427,1.17546329314004,1.40606100589574,1.58957999924602,0.133666463702201,-0.0100450205021292,0.161662361917523,0.340792182131189,0.46346982992041,-2.01240765878223
"45","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",45,10604.2690752515,12465.1752732973,14910.3409443836,16849.8060743303,1417.74516095757,-106.152245938211,-149.793564473572,1.17548651253945,1.40606965351169,1.58896440242683,0.133695698486786,-0.0100103312340453,0.161682115124803,0.340798332354636,0.463082484803218,-2.0121889682655
"46","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",46,10558.3536305595,12411.3002282782,14845.4314862232,16780.4858724565,1410.64859668634,-104.921970356317,-149.087315213228,1.17549578869528,1.40603658540621,1.58930894527798,0.133604977257386,-0.00993734194056892,0.161690006426941,0.340774813964737,0.46329929614372,-2.01286776365298
"47","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",47,10513.3521237541,12358.1849359255,14782.3353270371,16710.3709419857,1404.47143988161,-105.413019466076,-148.354884793203,1.17547522335936,1.40605347876037,1.58944271487207,0.133589308466927,-0.0100265850725101,0.161672511242346,0.340786828767801,0.463383461003682,-2.01298504752703
"48","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",48,10467.6447691672,12304.3298611362,14717.9570192635,16636.0439499508,1398.52906648861,-104.746852132615,-147.864555827582,1.17546307048736,1.40604284381295,1.58928243332759,0.133604941448532,-0.0100067259104122,0.161662172500549,0.340779265052905,0.463282614571769,-2.01286803167338
"49","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",49,10422.3358311821,12251.003623133,14653.9416307748,16566.4094446672,1394.06778230428,-104.303822575688,-147.066178873524,1.17545661755399,1.40601318822719,1.58951023196767,0.133757710832292,-0.0100077203676,0.161656682790795,0.340758173306922,0.46342593857208,-2.01172524378523
"50","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",50,10377.8906343945,12198.8893450845,14591.257412686,16495.3571200659,1386.51607536003,-104.122000542815,-146.438864016832,1.1754690596425,1.40599452496902,1.58947108821872,0.133602879834253,-0.0100330601093186,0.161667267632868,0.340744899333252,0.46340131197317,-2.01288346246631
"51","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",51,10332.8891275891,12145.8533230206,14528.3149078032,16422.8580038041,1380.88620941387,-103.21035696976,-145.954278567254,1.17545569037326,1.40602640059421,1.58937716267124,0.133639894163469,-0.00998852844498107,0.161655894007026,0.340767570306218,0.463342217898782,-2.01260645344639
"52","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",52,10288.1856440076,12093.3614991884,14465.1991828468,16347.6568103125,1374.39113460585,-103.020589951207,-145.37576609801,1.17546104995027,1.40600098825707,1.58897373900269,0.133589262690489,-0.0100134847402576,0.161660453570466,0.340749496273764,0.463088360673323,-2.01298539019252
"53","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",53,10243.4719139548,12040.8179778887,14402.1517430286,16281.9763510555,1367.8254841448,-102.379707454266,-144.949437090656,1.17546258524762,1.40598342671378,1.58949782728202,0.13353143305654,-0.00999462958597005,0.16166175969316,0.340737005775461,0.46341813444864,-2.01341837524964
"54","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",54,10199.0068913575,11988.5765336733,14339.9500754056,16208.9568019202,1362.58415194088,-102.415657172376,-143.973198327673,1.17546508805992,1.40601435298147,1.58926814880921,0.133599689308526,-0.0100417284019252,0.161663888905661,0.340759001715796,0.463273626501261,-2.01290734341728
"55","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",55,10154.9096582898,11936.5218105694,14277.8420947805,16136.6404974813,1357.03350032113,-102.039311323993,-144.134849600939,1.17544342709393,1.40600385185357,1.5890481590162,0.133633242045963,-0.0100482736683624,0.161645461165195,0.340751532967628,0.463135194846222,-2.01265623112028
"56","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",56,10110.6234072217,11884.514880135,14215.489863807,16066.3228869727,1351.68719424251,-101.248030247895,-143.5997690479,1.17544827865374,1.40599538636295,1.58905363595058,0.133689797335053,-0.0100140244740573,0.161649588586123,0.340745511991164,0.463138641516425,-2.01223310792024
"57","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",57,10066.5557065178,11832.9171751818,14153.2030100167,15996.4107702732,1344.75848661673,-101.082636191186,-142.853275609297,1.17546830516424,1.40596281614505,1.58906494302873,0.133586752591658,-0.0100414321579464,0.161666625779731,0.340722346484737,0.463145757096207,-2.01300418004407
"58","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",58,10023.6104572695,11782.1141980677,14092.5115627038,15926.5343250209,1339.12525490673,-100.72273892234,-142.419930799679,1.17543616128088,1.40593168726777,1.58890196231342,0.133597096636525,-0.0100485488090064,0.161639279808149,0.340700205627574,0.463043187925217,-2.01292674987826
"59","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",59,9980.00976230388,11730.8261814495,14031.0929610869,15861.5809321692,1332.38996858672,-101.25157477292,-141.968217956505,1.17543233532284,1.40591976313336,1.58933521208376,0.133505878282742,-0.0101454384499065,0.161636024876582,0.340691724287344,0.46331582319392,-2.01360977003075
"60","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",60,9936.51823983277,11679.9436830263,13970.4016302271,15789.1414205522,1327.12143571176,-100.571402408287,-141.325528498913,1.17545637225367,1.40596547935912,1.58900140265006,0.133560005998046,-0.0101213926227322,0.161656474105643,0.340724240710896,0.463105770279212,-2.01320441899769
"61","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",61,9893.92078703329,11629.7648713135,13910.0756639779,15723.2782880754,1320.92086284176,-100.555431336482,-140.555878396592,1.1754455207035,1.40592147070836,1.58918578655712,0.133508332164224,-0.0101633552057812,0.161647242286817,0.340692938847388,0.46322180114605,-2.01359138987429
"62","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",62,9850.75715226667,11578.7548644126,13849.3583991667,15647.9777535091,1314.36094649279,-99.6364947408101,-139.820414864053,1.17541775575579,1.40591816294851,1.58850507749128,0.133427403211372,-0.0101146026849199,0.161623621221326,0.34069058611019,0.462793371128544,-2.01419774522209
"63","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",63,9808.08026730734,11528.9536449245,13789.4358629525,15583.2913713163,1310.04008142628,-99.7607065290196,-139.642971657808,1.175454658885,1.40592608208112,1.58882176191595,0.133567430702311,-0.0101712775395554,0.16165501648462,0.340696218806679,0.462992711291978,-2.01314882976762
"64","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",64,9766.29745116699,11479.4818369409,13730.9302641122,15517.6025271704,1302.77178904493,-98.8609031104762,-138.976036581173,1.17541800199513,1.40595044670398,1.58889308919382,0.133394645776354,-0.0101226594423113,0.161623830712221,0.340713548602363,0.463037603474705,-2.01444328291515
"65","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",65,9723.92834013388,11429.7233842592,13670.7431469898,15450.308883219,1296.71200082996,-98.9774352335394,-138.335116227338,1.17542242028717,1.40588686678881,1.58889579836273,0.133352689928617,-0.0101787499631221,0.161627589616479,0.340668325562699,0.463039308540088,-2.01475785661443
"66","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",66,9681.7282516329,11380.2515290956,13611.6018790723,15383.4920764258,1291.87378193432,-97.7670462836766,-137.94085592607,1.17543595867569,1.40590621067851,1.58892004367415,0.133434212194133,-0.0100980985773059,0.161639107442172,0.340682084675949,0.463054567644217,-2.0141467151573
"67","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",67,9640.09467031891,11331.2565110903,13553.090041919,15316.8787314562,1286.20174520465,-97.5485040478068,-138.494746659008,1.17543000339803,1.40590839669323,1.58887223157835,0.133422107270872,-0.0101190400492799,0.161634040987716,0.340683639554221,0.46302447625267,-2.01423743756023
"68","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",68,9598.18240787273,11281.9721007301,13493.7570884367,15250.5339821468,1280.71983235047,-97.366630304073,-136.808395755291,1.17542797389184,1.40586587283116,1.58889811988131,0.133433579184741,-0.0101442779649832,0.161632314378787,0.34065339255856,0.463040769628275,-2.01415145914974
"69","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",69,9556.92640195776,11233.2664750795,13435.7816372852,15188.3464694312,1275.38499876441,-96.9731146096536,-137.142697724322,1.17540577405497,1.40586848450908,1.58925012400638,0.133451378102393,-0.0101468935231926,0.161613427601369,0.340655250257464,0.463262284862616,-2.01401807645287
"70","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",70,9515.98760272747,11185.3046042502,13378.3492582983,15121.4700579932,1269.54716436795,-96.9723472441499,-135.866305249938,1.17542235984464,1.40588132486257,1.58905945334135,0.133412023782384,-0.0101904659077483,0.16162753819451,0.340664383611678,0.463142302425025,-2.01431301626115
"71","34842__Yellowstone_0.did","34842",2019-08-12 07:22:19,"A","Yellowstone","0",5,"LISI MV.met","sample",71,9475.26811649088,11137.4222062807,13321.3009828866,15054.7327240597,1264.33498925996,-96.0733117937778,-135.524616235956,1.1754202698388,1.40590227306624,1.5888450373091,0.133435273146466,-0.0101393765973303,0.161625760103698,0.34067928390748,0.463007360652414,-2.01413876406217
